<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20180129;020000;56.1717000;56.2260000;56.1717000;56.1717000;12
USDRUB;60;20180129;030000;56.1717000;56.2659000;56.1600000;56.2066000;147
USDRUB;60;20180129;040000;56.2490000;56.2515000;56.1030000;56.2094000;248
USDRUB;60;20180129;050000;56.2478000;56.2891000;56.2074000;56.2778000;346
USDRUB;60;20180129;060000;56.2826000;56.2977000;56.2381000;56.2830000;372
USDRUB;60;20180129;070000;56.2912000;56.4896000;56.2512000;56.2535000;1702
USDRUB;60;20180129;080000;56.2787000;56.4070000;56.2344000;56.3131000;1378
USDRUB;60;20180129;090000;56.3036000;56.4016000;56.2332000;56.2616000;1766
USDRUB;60;20180129;100000;56.2634000;56.2660000;56.2390000;56.2615000;780
USDRUB;60;20180129;120000;56.3328000;56.3690000;56.2138000;56.2355000;15217
USDRUB;60;20180129;130000;56.2424000;56.2998000;56.1713000;56.2833000;14093
USDRUB;60;20180129;140000;56.2833000;56.3270000;56.2025000;56.3266000;12931
USDRUB;60;20180129;150000;56.3179000;56.3915000;56.2225000;56.2415000;14712
USDRUB;60;20180129;160000;56.2602000;56.5171000;56.2150000;56.4582000;18033
USDRUB;60;20180129;170000;56.4549000;56.5224000;56.3675000;56.4020000;16094
USDRUB;60;20180129;180000;56.4224000;56.4767000;56.3250000;56.3623000;16031
USDRUB;60;20180129;190000;56.3750000;56.4715000;56.3118000;56.3681000;13549
USDRUB;60;20180129;200000;56.3422000;56.4237000;56.3183000;56.3679000;13039
USDRUB;60;20180129;210000;56.3657000;56.3941000;56.3319000;56.3785000;7547
USDRUB;60;20180129;220000;56.3734000;56.3790000;56.2213000;56.2828000;7598
USDRUB;60;20180129;230000;56.2798000;56.3421000;56.2485000;56.3096000;6080
USDRUB;60;20180130;000000;56.3135000;56.3441000;56.2825000;56.3307000;4962
USDRUB;60;20180130;010000;56.3377000;56.3377000;56.1665000;56.2957000;993
USDRUB;60;20180130;020000;56.2994000;56.3894000;56.2816000;56.3052000;619
USDRUB;60;20180130;030000;56.2969000;56.3968000;56.2710000;56.2940000;680
USDRUB;60;20180130;040000;56.3022000;56.3289000;56.2855000;56.3157000;747
USDRUB;60;20180130;050000;56.3175000;56.3298000;56.2321000;56.2380000;674
USDRUB;60;20180130;060000;56.2382000;56.3524000;56.2332000;56.3198000;652
USDRUB;60;20180130;070000;56.3210000;56.3580000;56.2390000;56.3029000;811
USDRUB;60;20180130;080000;56.3223000;56.3328000;56.2670000;56.2971000;290
USDRUB;60;20180130;090000;56.2877000;56.3122000;56.1198000;56.1400000;1214
USDRUB;60;20180130;100000;56.1440000;56.3735000;56.1225000;56.2553000;1604
USDRUB;60;20180130;110000;56.2814000;56.3238000;56.1690000;56.3013000;17177
USDRUB;60;20180130;120000;56.2843000;56.3805000;56.1951000;56.2544000;20659
USDRUB;60;20180130;130000;56.2532000;56.2880000;56.0106000;56.0781000;25099
USDRUB;60;20180130;140000;56.0776000;56.0781000;55.8477000;55.9063000;27238
USDRUB;60;20180130;150000;55.9097000;55.9858000;55.8245000;55.9088000;18716
USDRUB;60;20180130;160000;55.8845000;56.0120000;55.8375000;55.9653000;17041
USDRUB;60;20180130;170000;55.9707000;56.0604000;55.9148000;56.0093000;20470
USDRUB;60;20180130;180000;56.0093000;56.2724000;55.9410000;56.2685000;27819
USDRUB;60;20180130;190000;56.2688000;56.3549000;56.1218000;56.3160000;22647
USDRUB;60;20180130;200000;56.3159000;56.4215000;56.2850000;56.3980000;14704
USDRUB;60;20180130;210000;56.3984000;56.4399000;56.2657000;56.3327000;9857
USDRUB;60;20180130;220000;56.3308000;56.3817000;56.2800000;56.3418000;8190
USDRUB;60;20180130;230000;56.3426000;56.3649000;56.2844000;56.3475000;6499
USDRUB;60;20180131;000000;56.3460000;56.4046000;56.2868000;56.3889000;5812
USDRUB;60;20180131;010000;56.3951000;56.4006000;56.2509000;56.3530000;1273
USDRUB;60;20180131;020000;56.3819000;56.3819000;56.2500000;56.2985000;711
USDRUB;60;20180131;030000;56.3159000;56.3902000;56.2683000;56.2768000;433
USDRUB;60;20180131;040000;56.3506000;56.3840000;56.2675000;56.3718000;116
USDRUB;60;20180131;050000;56.3839000;56.3867000;56.2890000;56.3599000;301
USDRUB;60;20180131;060000;56.3532000;56.3601000;56.2550000;56.3295000;313
USDRUB;60;20180131;070000;56.3247000;56.3311000;56.2302000;56.2897000;146
USDRUB;60;20180131;080000;56.2845000;56.3430000;56.2319000;56.3292000;121
USDRUB;60;20180131;090000;56.3541000;56.4384000;56.3232000;56.4332000;1137
USDRUB;60;20180131;100000;56.4382000;56.4947000;56.2384000;56.2704000;2020
USDRUB;60;20180131;110000;56.2694000;56.3240000;56.0166000;56.1329000;19922
USDRUB;60;20180131;120000;56.1323000;56.1990000;56.0747000;56.1630000;19795
USDRUB;60;20180131;130000;56.1614000;56.2321000;56.0800000;56.1976000;20613
USDRUB;60;20180131;140000;56.1951000;56.2594000;56.1274000;56.2387000;16098
USDRUB;60;20180131;150000;56.2366000;56.2448000;56.1099000;56.2009000;15298
USDRUB;60;20180131;160000;56.2022000;56.2403000;56.0877000;56.2030000;16228
USDRUB;60;20180131;170000;56.2003000;56.3474000;56.1416000;56.3017000;25886
USDRUB;60;20180131;180000;56.2930000;56.3513000;56.1911000;56.2638000;21267
USDRUB;60;20180131;190000;56.2607000;56.3176000;56.1704000;56.2134000;19188
USDRUB;60;20180131;200000;56.2427000;56.3002000;56.1839000;56.2438000;15223
USDRUB;60;20180131;210000;56.2443000;56.2869000;56.1307000;56.2810000;9564
USDRUB;60;20180131;220000;56.2711000;56.2969000;56.1997000;56.2682000;7470
USDRUB;60;20180131;230000;56.2737000;56.3449000;56.1368000;56.2550000;18182
USDRUB;60;20180201;000000;56.2459000;56.2653000;56.1510000;56.2024000;7836
USDRUB;60;20180201;010000;56.2094000;56.2125000;56.1280000;56.1946000;1016
USDRUB;60;20180201;020000;56.2090000;56.2460000;56.1372000;56.1840000;193
USDRUB;60;20180201;030000;56.2203000;56.2270000;56.1113000;56.1970000;672
USDRUB;60;20180201;040000;56.1922000;56.1960000;56.0441000;56.0533000;665
USDRUB;60;20180201;050000;56.0607000;56.1260000;56.0470000;56.1235000;232
USDRUB;60;20180201;060000;56.1123000;56.1526000;56.0710000;56.1124000;220
USDRUB;60;20180201;070000;56.1160000;56.1566000;56.1029000;56.1215000;95
USDRUB;60;20180201;080000;56.1131000;56.1598000;56.1114000;56.1315000;250
USDRUB;60;20180201;090000;56.1344000;56.2260000;56.1109000;56.1109000;896
USDRUB;60;20180201;100000;56.1587000;56.2615000;56.0798000;56.2605000;1477
USDRUB;60;20180201;110000;56.2605000;56.3461000;56.1478000;56.2935000;19995
USDRUB;60;20180201;120000;56.2593000;56.3113000;56.0775000;56.2005000;22705
USDRUB;60;20180201;130000;56.1547000;56.2062000;56.0743000;56.1685000;19281
USDRUB;60;20180201;140000;56.1685000;56.2837000;56.1123000;56.2298000;17520
USDRUB;60;20180201;150000;56.2565000;56.2969000;56.1883000;56.2346000;19100
USDRUB;60;20180201;160000;56.2824000;56.3246000;56.1814000;56.2471000;22766
USDRUB;60;20180201;170000;56.2545000;56.4289000;56.1974000;56.3013000;29898
USDRUB;60;20180201;180000;56.3382000;56.3478000;56.1695000;56.2411000;23298
USDRUB;60;20180201;190000;56.2411000;56.2716000;56.0259000;56.0963000;21070
USDRUB;60;20180201;200000;56.1093000;56.1736000;56.0177000;56.0727000;15292
USDRUB;60;20180201;210000;56.0725000;56.1159000;55.9652000;56.0639000;10169
USDRUB;60;20180201;220000;56.0674000;56.0877000;55.9812000;56.0413000;5769
USDRUB;60;20180201;230000;56.0313000;56.0697000;55.9274000;55.9944000;9173
USDRUB;60;20180202;000000;55.9944000;55.9974000;55.8399000;55.9028000;9776
USDRUB;60;20180202;010000;55.9028000;55.9962000;55.8625000;55.9508000;1230
USDRUB;60;20180202;020000;56.0002000;56.0126000;55.8831000;55.9699000;66
USDRUB;60;20180202;030000;55.9776000;55.9923000;55.9017000;55.9727000;64
USDRUB;60;20180202;040000;55.9727000;55.9880000;55.9130000;55.9272000;63
USDRUB;60;20180202;050000;55.9756000;55.9859000;55.9175000;55.9744000;60
USDRUB;60;20180202;060000;55.9790000;56.0323000;55.9538000;56.0111000;110
USDRUB;60;20180202;070000;56.0349000;56.0590000;55.9650000;56.0385000;104
USDRUB;60;20180202;080000;56.0540000;56.1030000;56.0150000;56.0470000;90
USDRUB;60;20180202;090000;56.0470000;56.0943000;56.0353000;56.0591000;950
USDRUB;60;20180202;100000;56.0694000;56.0996000;55.9650000;55.9905000;1577
USDRUB;60;20180202;110000;56.0135000;56.1049000;55.9383000;56.0581000;20626
USDRUB;60;20180202;120000;56.0075000;56.1509000;55.9850000;56.1231000;27728
USDRUB;60;20180202;130000;56.1175000;56.3057000;56.0663000;56.2282000;26396
USDRUB;60;20180202;140000;56.2788000;56.3390000;56.1805000;56.2433000;22085
USDRUB;60;20180202;150000;56.2943000;56.3319000;56.1805000;56.3221000;17725
USDRUB;60;20180202;160000;56.3184000;56.3548000;56.1805000;56.2936000;16837
USDRUB;60;20180202;170000;56.2425000;56.5155000;56.1805000;56.3843000;37831
USDRUB;60;20180202;180000;56.4211000;56.4935000;56.1409000;56.3963000;41326
USDRUB;60;20180202;190000;56.3963000;56.5433000;56.1805000;56.4250000;29068
USDRUB;60;20180202;200000;56.4170000;56.5124000;56.3390000;56.4194000;19933
USDRUB;60;20180202;210000;56.4168000;56.4461000;56.2910000;56.3633000;12149
USDRUB;60;20180202;220000;56.3862000;56.4163000;56.2982000;56.3882000;10951
USDRUB;60;20180202;230000;56.3670000;56.4954000;56.3245000;56.4947000;10015
USDRUB;60;20180203;000000;56.4752000;56.5576000;56.4344000;56.5396000;11801
USDRUB;60;20180203;010000;56.5370000;56.5550000;56.2832000;56.4574000;3773
USDRUB;60;20180203;020000;56.4486000;56.5606000;56.4486000;56.5420000;20
USDRUB;60;20180203;030000;56.5420000;56.5420000;56.5089000;56.5089000;10
USDRUB;60;20180204;210000;56.5420000;56.5420000;56.5420000;56.5420000;12
USDRUB;60;20180204;220000;56.5420000;56.5420000;56.1900000;56.2760000;25
USDRUB;60;20180204;230000;56.2760000;56.4042000;56.2650000;56.2650000;14
USDRUB;60;20180205;000000;56.2700000;56.4002000;56.1880000;56.1881000;20
USDRUB;60;20180205;010000;56.1850000;56.5420000;56.1850000;56.3568000;30
USDRUB;60;20180205;020000;56.3618000;56.5497000;56.1457000;56.2830000;51
USDRUB;60;20180205;030000;56.2817000;56.5876000;56.2432000;56.4458000;1374
USDRUB;60;20180205;040000;56.5045000;56.8050000;56.1886000;56.5837000;537
USDRUB;60;20180205;050000;56.6137000;56.6956000;56.5259000;56.5979000;1343
USDRUB;60;20180205;060000;56.5979000;56.6132000;56.5757000;56.5979000;2153
USDRUB;60;20180205;070000;56.5979000;56.6119000;56.4494000;56.4619000;1498
USDRUB;60;20180205;080000;56.4869000;56.5585000;56.4244000;56.4725000;1259
USDRUB;60;20180205;090000;56.4644000;56.5412000;56.3735000;56.4985000;2349
USDRUB;60;20180205;100000;56.4956000;56.6152000;56.4544000;56.5479000;4017
USDRUB;60;20180205;110000;56.5479000;56.7091000;56.4619000;56.6726000;21694
USDRUB;60;20180205;120000;56.6720000;56.6795000;56.5043000;56.5736000;29724
USDRUB;60;20180205;130000;56.5730000;56.5768000;56.4398000;56.5360000;23964
USDRUB;60;20180205;140000;56.5360000;56.6044000;56.4786000;56.5962000;17337
USDRUB;60;20180205;150000;56.5918000;56.6542000;56.3735000;56.6288000;23224
USDRUB;60;20180205;160000;56.6216000;56.7381000;56.5785000;56.6305000;27364
USDRUB;60;20180205;170000;56.6804000;56.7190000;56.6049000;56.7088000;25482
USDRUB;60;20180205;180000;56.7088000;56.9748000;56.6479000;56.9398000;32587
USDRUB;60;20180205;190000;56.9404000;56.9663000;56.6579000;56.7008000;29372
USDRUB;60;20180205;200000;56.6664000;56.8531000;56.6097000;56.8179000;20094
USDRUB;60;20180205;210000;56.8165000;56.9401000;56.7634000;56.8813000;14040
USDRUB;60;20180205;220000;56.8824000;57.0050000;56.8328000;56.9625000;19935
USDRUB;60;20180205;230000;56.9105000;57.1464000;56.9085000;57.1346000;18099
USDRUB;60;20180206;000000;57.1234000;57.3150000;57.0765000;57.2871000;28683
USDRUB;60;20180206;010000;57.2949000;57.3586000;57.2015000;57.3240000;3604
USDRUB;60;20180206;020000;57.2862000;57.3625000;57.0440000;57.2719000;234
USDRUB;60;20180206;030000;57.2870000;57.3343000;57.2015000;57.3086000;244
USDRUB;60;20180206;040000;57.3315000;57.3690000;57.2815000;57.3507000;389
USDRUB;60;20180206;050000;57.3471000;57.4554000;57.3240000;57.4457000;2062
USDRUB;60;20180206;060000;57.4440000;57.4734000;57.3740000;57.4671000;847
USDRUB;60;20180206;070000;57.4642000;57.4811000;57.4522000;57.4639000;858
USDRUB;60;20180206;080000;57.4792000;57.6697000;57.4240000;57.5538000;2099
USDRUB;60;20180206;090000;57.5542000;57.5632000;57.2703000;57.3794000;1509
USDRUB;60;20180206;100000;57.3804000;57.4127000;57.2790000;57.3706000;1961
USDRUB;60;20180206;110000;57.3706000;57.4055000;57.0865000;57.2102000;35667
USDRUB;60;20180206;120000;57.2105000;57.2531000;56.9403000;57.0549000;39920
USDRUB;60;20180206;130000;57.0593000;57.2280000;56.9915000;57.0581000;28669
USDRUB;60;20180206;140000;57.1038000;57.2103000;57.0215000;57.1040000;28127
USDRUB;60;20180206;150000;57.0942000;57.2556000;57.0093000;57.2498000;26731
USDRUB;60;20180206;160000;57.2498000;57.4396000;57.1975000;57.3706000;41457
USDRUB;60;20180206;170000;57.3686000;57.4331000;57.2787000;57.3448000;36743
USDRUB;60;20180206;180000;57.3633000;57.3756000;56.9303000;57.0464000;42110
USDRUB;60;20180206;190000;57.0446000;57.2843000;56.9644000;57.1348000;41763
USDRUB;60;20180206;200000;57.1288000;57.1759000;56.9858000;57.0521000;29918
USDRUB;60;20180206;210000;57.0511000;57.0884000;56.8768000;56.9873000;21391
USDRUB;60;20180206;220000;57.0037000;57.0733000;56.8870000;57.0089000;20632
USDRUB;60;20180206;230000;57.0538000;57.1161000;56.9515000;57.0464000;19656
USDRUB;60;20180207;000000;56.9947000;57.0735000;56.7895000;56.8300000;15367
USDRUB;60;20180207;010000;56.8582000;56.8815000;56.7945000;56.8190000;1995
USDRUB;60;20180207;020000;56.8543000;56.9480000;56.7995000;56.8366000;511
USDRUB;60;20180207;030000;56.8648000;56.9030000;56.8365000;56.8517000;1155
USDRUB;60;20180207;040000;56.8887000;56.9500000;56.8145000;56.8653000;1015
USDRUB;60;20180207;050000;56.9005000;56.9465000;56.8653000;56.9465000;1236
USDRUB;60;20180207;060000;56.9196000;57.0199000;56.8673000;56.9353000;1033
USDRUB;60;20180207;070000;56.9519000;57.0175000;56.9170000;56.9790000;571
USDRUB;60;20180207;080000;56.9966000;57.0040000;56.9045000;56.9255000;453
USDRUB;60;20180207;090000;56.9254000;56.9543000;56.8945000;56.9290000;730
USDRUB;60;20180207;100000;56.9481000;57.0186000;56.8925000;56.9430000;1901
USDRUB;60;20180207;110000;56.9819000;57.0174000;56.7175000;56.9885000;30160
USDRUB;60;20180207;120000;56.9747000;57.0657000;56.9192000;56.9269000;31761
USDRUB;60;20180207;130000;56.9720000;57.1465000;56.9252000;57.1302000;29270
USDRUB;60;20180207;140000;57.1302000;57.2562000;57.0302000;57.2145000;22968
USDRUB;60;20180207;150000;57.1953000;57.2871000;57.1143000;57.1657000;24327
USDRUB;60;20180207;160000;57.1676000;57.2553000;57.0853000;57.1533000;23187
USDRUB;60;20180207;170000;57.1742000;57.2363000;57.0767000;57.2323000;24184
USDRUB;60;20180207;180000;57.2295000;57.2580000;56.9451000;56.9999000;36277
USDRUB;60;20180207;190000;56.9999000;57.2442000;56.8863000;57.2105000;33482
USDRUB;60;20180207;200000;57.2105000;57.3084000;57.0891000;57.2438000;23153
USDRUB;60;20180207;210000;57.2444000;57.5857000;57.1875000;57.4711000;21016
USDRUB;60;20180207;220000;57.4704000;57.6113000;57.4174000;57.5263000;22633
USDRUB;60;20180207;230000;57.5262000;57.5667000;57.4223000;57.5275000;13972
USDRUB;60;20180208;000000;57.5209000;57.7820000;57.4363000;57.7690000;11519
USDRUB;60;20180208;010000;57.7795000;58.3574000;57.6950000;57.8896000;2562
USDRUB;60;20180208;020000;57.9143000;57.9415000;57.7213000;57.8350000;462
USDRUB;60;20180208;030000;57.8360000;57.8440000;57.7650000;57.8188000;2676
USDRUB;60;20180208;040000;57.8294000;57.8294000;57.6250000;57.7465000;648
USDRUB;60;20180208;050000;57.7337000;57.7600000;57.6625000;57.7097000;314
USDRUB;60;20180208;060000;57.7152000;57.7472000;57.6931000;57.7414000;680
USDRUB;60;20180208;070000;57.7537000;57.7610000;57.6456000;57.6973000;610
USDRUB;60;20180208;080000;57.7079000;57.8008000;57.6550000;57.7041000;1457
USDRUB;60;20180208;090000;57.7042000;57.7747000;57.6500000;57.7092000;2388
USDRUB;60;20180208;100000;57.7182000;57.7650000;57.5650000;57.6829000;2411
USDRUB;60;20180208;110000;57.6932000;57.7247000;57.4621000;57.6932000;35301
USDRUB;60;20180208;120000;57.6985000;57.8781000;57.6369000;57.8110000;42415
USDRUB;60;20180208;130000;57.7967000;57.8526000;57.6549000;57.8526000;33157
USDRUB;60;20180208;140000;57.8505000;57.9146000;57.6922000;57.8416000;36439
USDRUB;60;20180208;150000;57.8362000;57.8883000;57.7574000;57.8726000;27186
USDRUB;60;20180208;160000;57.8690000;58.0636000;57.7454000;57.9009000;39857
USDRUB;60;20180208;170000;57.9501000;57.9534000;57.6347000;57.7307000;41534
USDRUB;60;20180208;180000;57.6818000;57.8924000;57.6007000;57.8258000;41513
USDRUB;60;20180208;190000;57.8463000;58.0565000;57.7842000;57.9395000;38875
USDRUB;60;20180208;200000;57.9546000;58.2655000;57.8911000;58.1848000;29106
USDRUB;60;20180208;210000;58.1991000;58.3756000;58.1381000;58.3052000;23717
USDRUB;60;20180208;220000;58.3125000;58.3575000;58.1519000;58.2405000;5934
USDRUB;60;20180208;230000;58.2445000;58.3688000;58.2065000;58.3187000;19335
USDRUB;60;20180209;000000;58.3180000;58.4629000;58.2728000;58.4326000;20042
USDRUB;60;20180209;010000;58.4371000;58.4371000;58.2503000;58.3840000;3009
USDRUB;60;20180209;020000;58.4014000;58.4214000;58.3578000;58.3864000;439
USDRUB;60;20180209;030000;58.4149000;58.4149000;58.2253000;58.3178000;300
USDRUB;60;20180209;040000;58.3353000;58.3430000;58.1890000;58.2634000;610
USDRUB;60;20180209;050000;58.2847000;58.3050000;58.2440000;58.2690000;603
USDRUB;60;20180209;060000;58.2758000;58.3842000;58.2290000;58.3196000;888
USDRUB;60;20180209;070000;58.3150000;58.3320000;58.2145000;58.2382000;641
USDRUB;60;20180209;080000;58.2595000;58.3100000;58.1240000;58.2320000;1288
USDRUB;60;20180209;090000;58.2108000;58.3216000;58.1490000;58.2365000;957
USDRUB;60;20180209;100000;58.2497000;58.2600000;58.1865000;58.2315000;1969
USDRUB;60;20180209;110000;58.2315000;58.3365000;58.0163000;58.0225000;33811
USDRUB;60;20180209;120000;58.0678000;58.1814000;57.9793000;58.0310000;30530
USDRUB;60;20180209;130000;58.0299000;58.0901000;57.9716000;58.0184000;25831
USDRUB;60;20180209;140000;58.0705000;58.1188000;57.8584000;57.9215000;26472
USDRUB;60;20180209;150000;57.9215000;58.2327000;57.9200000;58.1611000;26986
USDRUB;60;20180209;160000;58.2100000;58.4053000;58.1376000;58.3115000;34174
USDRUB;60;20180209;170000;58.3116000;58.4272000;58.1334000;58.1700000;34740
USDRUB;60;20180209;180000;58.1878000;58.3994000;58.0599000;58.2493000;40459
USDRUB;60;20180209;190000;58.2496000;58.3813000;58.1970000;58.3113000;34899
USDRUB;60;20180209;200000;58.3143000;58.3722000;58.1918000;58.3705000;25786
USDRUB;60;20180209;210000;58.3679000;58.5935000;58.3020000;58.5299000;29109
USDRUB;60;20180209;220000;58.5153000;58.7698000;58.5008000;58.6397000;31610
USDRUB;60;20180209;230000;58.6566000;58.6638000;58.3458000;58.4763000;34672
USDRUB;60;20180210;000000;58.4890000;58.5513000;58.1820000;58.3512000;21109
USDRUB;60;20180210;010000;58.3567000;58.3716000;58.2316000;58.3622000;1107
USDRUB;60;20180210;020000;58.3674000;58.3858000;58.2482000;58.3858000;21
USDRUB;60;20180210;030000;58.3858000;58.3858000;58.3858000;58.3858000;10
USDRUB;60;20180211;210000;58.3500000;58.3500000;58.3500000;58.3500000;8
USDRUB;60;20180211;220000;58.3500000;58.3500000;58.3500000;58.3500000;12
USDRUB;60;20180211;230000;58.3500000;58.3500000;58.3500000;58.3500000;12
USDRUB;60;20180212;000000;58.3500000;58.3500000;58.3500000;58.3500000;12
USDRUB;60;20180212;010000;58.3500000;58.6200000;58.2400000;58.4398000;26
USDRUB;60;20180212;020000;58.4535000;58.4535000;58.3171000;58.3905000;32
USDRUB;60;20180212;030000;58.3992000;58.5950000;58.2954000;58.3167000;123
USDRUB;60;20180212;040000;58.3517000;58.5929000;58.2450000;58.2687000;209
USDRUB;60;20180212;050000;58.2918000;58.3245000;58.2351000;58.3000000;553
USDRUB;60;20180212;060000;58.3185000;58.3245000;58.2370000;58.2920000;490
USDRUB;60;20180212;070000;58.3095000;58.3182000;58.1870000;58.2090000;657
USDRUB;60;20180212;080000;58.2354000;58.4020000;57.8959000;58.0783000;879
USDRUB;60;20180212;090000;58.0914000;58.1050000;57.9720000;58.0409000;2024
USDRUB;60;20180212;100000;58.0468000;58.0908000;57.9620000;58.0385000;5532
USDRUB;60;20180212;110000;58.0230000;58.0951000;57.8291000;58.0825000;29017
USDRUB;60;20180212;120000;58.0859000;58.1138000;57.7929000;57.9099000;36434
USDRUB;60;20180212;130000;57.8580000;58.0396000;57.8235000;57.9681000;32256
USDRUB;60;20180212;140000;57.9647000;58.0661000;57.8256000;57.8838000;24828
USDRUB;60;20180212;150000;57.8825000;57.9810000;57.8192000;57.9369000;20879
USDRUB;60;20180212;160000;57.8870000;58.0210000;57.8816000;57.9724000;20261
USDRUB;60;20180212;170000;57.9222000;58.0626000;57.8855000;58.0031000;27817
USDRUB;60;20180212;180000;58.0511000;58.1635000;57.8539000;57.9921000;40474
USDRUB;60;20180212;190000;57.9780000;58.1152000;57.8903000;57.9613000;31923
USDRUB;60;20180212;200000;58.0105000;58.0191000;57.8413000;57.8858000;22433
USDRUB;60;20180212;210000;57.8850000;57.9097000;57.6944000;57.7698000;18661
USDRUB;60;20180212;220000;57.7884000;57.8900000;57.6065000;57.6563000;12250
USDRUB;60;20180212;230000;57.6432000;57.8629000;57.6065000;57.8468000;15183
USDRUB;60;20180213;000000;57.8457000;57.8481000;57.7270000;57.7926000;12217
USDRUB;60;20180213;010000;57.7960000;57.8075000;57.6700000;57.6996000;1312
USDRUB;60;20180213;020000;57.7555000;57.8120000;57.6951000;57.7920000;54
USDRUB;60;20180213;030000;57.8049000;57.8110000;57.7200000;57.8090000;54
USDRUB;60;20180213;040000;57.7591000;57.9622000;57.7591000;57.8411000;84
USDRUB;60;20180213;050000;57.8312000;57.8321000;57.5864000;57.7112000;545
USDRUB;60;20180213;060000;57.6683000;57.7151000;57.6674000;57.6696000;692
USDRUB;60;20180213;070000;57.7007000;57.7080000;57.6683000;57.7029000;200
USDRUB;60;20180213;080000;57.7070000;57.7754000;57.6640000;57.7091000;1679
USDRUB;60;20180213;090000;57.7102000;57.7922000;57.7064000;57.7671000;2034
USDRUB;60;20180213;100000;57.7873000;57.8401000;57.7369000;57.7964000;2183
USDRUB;60;20180213;110000;57.8029000;57.8465000;57.6305000;57.7824000;27874
USDRUB;60;20180213;120000;57.7857000;57.8685000;57.6818000;57.8018000;32137
USDRUB;60;20180213;130000;57.8513000;57.8945000;57.7450000;57.8176000;34366
USDRUB;60;20180213;140000;57.8335000;57.8358000;57.6057000;57.6798000;27193
USDRUB;60;20180213;150000;57.6655000;57.7905000;57.6303000;57.7840000;22236
USDRUB;60;20180213;160000;57.7855000;57.8098000;57.6578000;57.7018000;22405
USDRUB;60;20180213;170000;57.7220000;57.8065000;57.6592000;57.7910000;25647
USDRUB;60;20180213;180000;57.7894000;57.9623000;57.7287000;57.8681000;33905
USDRUB;60;20180213;190000;57.8708000;57.8988000;57.7119000;57.7788000;27855
USDRUB;60;20180213;200000;57.7810000;57.8490000;57.6797000;57.7508000;18491
USDRUB;60;20180213;210000;57.7508000;57.7986000;57.6690000;57.7851000;11221
USDRUB;60;20180213;220000;57.7849000;57.7859000;57.6162000;57.7030000;11316
USDRUB;60;20180213;230000;57.7225000;57.7263000;57.5643000;57.6181000;10967
USDRUB;60;20180214;000000;57.6195000;57.7570000;57.5590000;57.6296000;8087
USDRUB;60;20180214;010000;57.6370000;57.6656000;57.5633000;57.5920000;1503
USDRUB;60;20180214;020000;57.6384000;57.6429000;57.5670000;57.5987000;579
USDRUB;60;20180214;030000;57.6117000;57.6406000;57.5708000;57.5965000;859
USDRUB;60;20180214;040000;57.6312000;57.6390000;57.5608000;57.6060000;1748
USDRUB;60;20180214;050000;57.6183000;57.6372000;57.5608000;57.6184000;1803
USDRUB;60;20180214;060000;57.6287000;58.0514000;57.5990000;57.7176000;1229
USDRUB;60;20180214;070000;57.7136000;57.7416000;57.6195000;57.7086000;225
USDRUB;60;20180214;080000;57.7138000;57.7502000;57.5908000;57.7316000;513
USDRUB;60;20180214;090000;57.7243000;57.7642000;57.5808000;57.6574000;3363
USDRUB;60;20180214;100000;57.7023000;57.7094000;57.5808000;57.6780000;1588
USDRUB;60;20180214;110000;57.6780000;57.6854000;57.4993000;57.5608000;22201
USDRUB;60;20180214;120000;57.6135000;57.6190000;57.4666000;57.5579000;28483
USDRUB;60;20180214;130000;57.5079000;57.5907000;57.4696000;57.5384000;22690
USDRUB;60;20180214;140000;57.5344000;57.5548000;57.3344000;57.4305000;25905
USDRUB;60;20180214;150000;57.4401000;57.4819000;57.2318000;57.3246000;28694
USDRUB;60;20180214;160000;57.3258000;57.4620000;57.2770000;57.3938000;23528
USDRUB;60;20180214;170000;57.3917000;57.7991000;57.2857000;57.6824000;47202
USDRUB;60;20180214;180000;57.6848000;57.7512000;57.4611000;57.6514000;46680
USDRUB;60;20180214;190000;57.6506000;57.6844000;57.0632000;57.1440000;26575
USDRUB;60;20180214;200000;57.1434000;57.2262000;56.9745000;57.0770000;31675
USDRUB;60;20180214;210000;57.0770000;57.1322000;56.9151000;56.9538000;16586
USDRUB;60;20180214;220000;56.9681000;56.9734000;56.6953000;56.8342000;22290
USDRUB;60;20180214;230000;56.8327000;56.8356000;56.6891000;56.7629000;16139
USDRUB;60;20180215;000000;56.7629000;56.7779000;56.6510000;56.7303000;8738
USDRUB;60;20180215;010000;56.7241000;56.7535000;56.6610000;56.6990000;1448
USDRUB;60;20180215;020000;56.7186000;56.7393000;56.6704000;56.6931000;436
USDRUB;60;20180215;030000;56.7335000;56.7389000;56.6710000;56.6946000;719
USDRUB;60;20180215;040000;56.6946000;56.7385000;56.6932000;56.7225000;1114
USDRUB;60;20180215;050000;56.7225000;56.7467000;56.6903000;56.7106000;2796
USDRUB;60;20180215;060000;56.6912000;56.7290000;56.6660000;56.6979000;4397
USDRUB;60;20180215;070000;56.7182000;56.7196000;56.6410000;56.6669000;6719
USDRUB;60;20180215;080000;56.6934000;56.7009000;56.6210000;56.6579000;2522
USDRUB;60;20180215;090000;56.6579000;56.7289000;56.6260000;56.6626000;714
USDRUB;60;20180215;100000;56.6626000;56.7417000;56.5210000;56.6821000;3453
