<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20170420;110000;56.4768000;56.5029000;56.2793000;56.3522000;25761
USDRUB;60;20170420;120000;56.3493000;56.3638000;56.2571000;56.3269000;19174
USDRUB;60;20170420;130000;56.3138000;56.3390000;56.1833000;56.3350000;16058
USDRUB;60;20170420;140000;56.3333000;56.3450000;56.1484000;56.1998000;16684
USDRUB;60;20170420;150000;56.1930000;56.2574000;56.1222000;56.1749000;17727
USDRUB;60;20170420;160000;56.1749000;56.2835000;56.1259000;56.2748000;22001
USDRUB;60;20170420;170000;56.2790000;56.3350000;56.1850000;56.3182000;22082
USDRUB;60;20170420;180000;56.3183000;56.3375000;56.0923000;56.1905000;23993
USDRUB;60;20170420;190000;56.2391000;56.3140000;56.1067000;56.1967000;21793
USDRUB;60;20170420;200000;56.1957000;56.2025000;56.0511000;56.1630000;19260
USDRUB;60;20170420;210000;56.1630000;56.1789000;56.0670000;56.1243000;15365
USDRUB;60;20170420;220000;56.1155000;56.1315000;56.0510000;56.1075000;10103
USDRUB;60;20170420;230000;56.1075000;56.2054000;56.0398000;56.2014000;12046
USDRUB;60;20170421;000000;56.2059000;56.2095000;55.8943000;56.0860000;11153
USDRUB;60;20170421;010000;56.1277000;56.1462000;55.8764000;56.0900000;1313
USDRUB;60;20170421;020000;56.0900000;56.1711000;56.0280000;56.0860000;1018
USDRUB;60;20170421;030000;56.1448000;56.1693000;56.0155000;56.0900000;1187
USDRUB;60;20170421;040000;56.1718000;56.1718000;55.8822000;56.0978000;1485
USDRUB;60;20170421;050000;56.1549000;56.1733000;55.8826000;56.1261000;1247
USDRUB;60;20170421;060000;56.1584000;56.1697000;56.0373000;56.1299000;1153
USDRUB;60;20170421;070000;56.1477000;56.1715000;56.0377000;56.1305000;1087
USDRUB;60;20170421;080000;56.1443000;56.1705000;56.0244000;56.1060000;1540
USDRUB;60;20170421;090000;56.1350000;56.1664000;56.0303000;56.1134000;3785
USDRUB;60;20170421;100000;56.1277000;56.1733000;56.0185000;56.0903000;5995
USDRUB;60;20170421;110000;56.0787000;56.3290000;55.9498000;56.3110000;28440
USDRUB;60;20170421;120000;56.3110000;56.3455000;56.1697000;56.2514000;20038
USDRUB;60;20170421;130000;56.2514000;56.3403000;56.1661000;56.2910000;19604
USDRUB;60;20170421;140000;56.2910000;56.3126000;56.1909000;56.2636000;14328
USDRUB;60;20170421;150000;56.2762000;56.3380000;56.2185000;56.3163000;16390
USDRUB;60;20170421;160000;56.3210000;56.3629000;56.1997000;56.3157000;22949
USDRUB;60;20170421;170000;56.3157000;56.4412000;56.2350000;56.3921000;31863
USDRUB;60;20170421;180000;56.3899000;56.4900000;56.3007000;56.4790000;25530
USDRUB;60;20170421;190000;56.4669000;56.5688000;56.4023000;56.5360000;24414
USDRUB;60;20170421;200000;56.5278000;56.6026000;56.4250000;56.5034000;21581
USDRUB;60;20170421;210000;56.5034000;56.5336000;56.4150000;56.4735000;16028
USDRUB;60;20170421;220000;56.4830000;56.4885000;56.3400000;56.4259000;15233
USDRUB;60;20170421;230000;56.4250000;56.4480000;56.3450000;56.4370000;8050
USDRUB;60;20170422;000000;56.4370000;56.6746000;56.1896000;56.2802000;10170
USDRUB;60;20170422;010000;56.6272000;56.6627000;56.4600000;56.4600000;18
USDRUB;60;20170422;020000;56.4600000;56.5244000;56.4600000;56.5244000;10
USDRUB;60;20170423;230000;56.4088000;56.4194000;55.8845000;55.9595000;65
USDRUB;60;20170424;000000;55.9700000;56.1087000;55.9279000;56.0655000;76
USDRUB;60;20170424;010000;56.0655000;56.2202000;55.9049000;56.0950000;87
USDRUB;60;20170424;020000;56.0710000;56.1829000;55.5822000;56.1020000;2263
USDRUB;60;20170424;030000;56.1355000;56.1830000;55.6823000;55.8520000;2926
USDRUB;60;20170424;040000;55.9021000;55.9665000;55.6591000;55.8510000;2474
USDRUB;60;20170424;050000;55.8955000;55.9759000;55.7118000;55.9550000;3308
USDRUB;60;20170424;060000;55.9715000;55.9877000;55.7905000;55.9140000;3021
USDRUB;60;20170424;070000;55.9491000;55.9700000;55.7965000;55.9370000;1640
USDRUB;60;20170424;080000;55.9628000;55.9895000;55.8635000;55.9790000;3207
USDRUB;60;20170424;090000;55.9840000;55.9890000;55.6747000;55.7680000;7069
USDRUB;60;20170424;100000;55.7565000;55.9370000;55.6900000;55.8710000;14288
USDRUB;60;20170424;110000;55.8555000;56.2024000;55.7830000;55.9855000;29289
USDRUB;60;20170424;120000;55.9843000;56.0590000;55.8771000;55.9445000;21759
USDRUB;60;20170424;130000;55.9440000;55.9568000;55.7070000;55.7830000;24507
USDRUB;60;20170424;140000;55.7484000;55.8265000;55.6629000;55.7850000;18901
USDRUB;60;20170424;150000;55.7673000;55.9621000;55.7222000;55.9577000;18273
USDRUB;60;20170424;160000;55.9427000;56.0092000;55.8360000;55.9886000;19704
USDRUB;60;20170424;170000;56.0013000;56.0417000;55.9161000;55.9937000;24394
USDRUB;60;20170424;180000;55.9937000;56.0662000;55.8502000;55.9096000;20617
USDRUB;60;20170424;190000;55.9097000;55.9690000;55.7372000;55.8658000;21482
USDRUB;60;20170424;200000;55.8641000;55.8935000;55.7848000;55.8760000;14393
USDRUB;60;20170424;210000;55.8760000;55.8887000;55.7956000;55.8773000;9724
USDRUB;60;20170424;220000;55.8802000;55.8885000;55.7530000;55.8256000;11793
USDRUB;60;20170424;230000;55.8350000;55.8365000;55.6996000;55.7860000;9627
USDRUB;60;20170425;000000;55.7860000;55.8383000;55.5425000;55.8015000;10189
USDRUB;60;20170425;010000;55.7660000;55.8045000;55.5425000;55.6750000;1353
USDRUB;60;20170425;020000;55.7646000;55.7884000;55.6103000;55.6750000;1158
USDRUB;60;20170425;030000;55.7575000;55.8673000;55.6101000;55.8480000;1976
USDRUB;60;20170425;040000;55.8670000;55.8670000;55.6778000;55.7400000;1905
USDRUB;60;20170425;050000;55.7900000;55.8060000;55.6828000;55.7400000;1084
USDRUB;60;20170425;060000;55.7830000;55.8129000;55.6126000;55.6797000;2003
USDRUB;60;20170425;070000;55.7631000;55.8216000;55.6460000;55.7738000;1685
USDRUB;60;20170425;080000;55.7945000;55.8200000;55.6078000;55.7624000;4287
USDRUB;60;20170425;090000;55.7670000;55.8313000;55.5515000;55.6658000;4814
USDRUB;60;20170425;100000;55.6914000;55.8280000;55.6000000;55.7240000;8023
USDRUB;60;20170425;110000;55.7118000;55.9112000;55.6350000;55.8958000;28465
USDRUB;60;20170425;120000;55.8958000;55.9313000;55.8181000;55.9100000;20084
USDRUB;60;20170425;130000;55.9100000;56.0124000;55.8450000;56.0093000;19538
USDRUB;60;20170425;140000;55.9942000;56.0695000;55.9247000;56.0095000;15573
USDRUB;60;20170425;150000;56.0095000;56.0722000;55.9517000;56.0197000;16099
USDRUB;60;20170425;160000;56.0196000;56.0640000;55.9409000;55.9876000;20112
USDRUB;60;20170425;170000;56.0372000;56.1190000;55.9492000;56.1030000;21645
USDRUB;60;20170425;180000;56.1030000;56.2187000;55.9582000;56.1573000;27374
USDRUB;60;20170425;190000;56.1618000;56.2444000;56.0588000;56.1588000;19007
USDRUB;60;20170425;200000;56.1605000;56.2373000;56.0970000;56.1790000;14861
USDRUB;60;20170425;210000;56.1704000;56.1845000;56.0630000;56.1301000;11223
USDRUB;60;20170425;220000;56.1301000;56.1700000;56.0050000;56.1041000;17824
USDRUB;60;20170425;230000;56.1044000;56.1368000;56.0180000;56.1054000;13053
USDRUB;60;20170426;000000;56.1054000;56.1660000;55.8833000;56.1139000;15656
USDRUB;60;20170426;010000;56.1150000;56.1389000;55.8809000;56.0925000;1578
USDRUB;60;20170426;020000;56.0925000;56.1380000;56.0331000;56.0925000;1126
USDRUB;60;20170426;030000;56.1274000;56.1690000;56.0167000;56.0900000;1230
USDRUB;60;20170426;040000;56.1249000;56.1355000;56.0166000;56.0900000;1684
USDRUB;60;20170426;050000;56.1131000;56.1136000;56.0254000;56.0850000;1359
USDRUB;60;20170426;060000;56.0850000;56.1122000;55.9835000;56.0494000;2202
USDRUB;60;20170426;070000;56.0733000;56.0926000;55.9906000;56.0494000;1309
USDRUB;60;20170426;080000;56.0941000;56.0941000;55.9805000;56.0654000;1854
USDRUB;60;20170426;090000;56.0585000;56.0764000;55.9776000;56.0544000;1681
USDRUB;60;20170426;100000;56.0534000;56.3575000;55.9900000;56.1974000;9752
USDRUB;60;20170426;110000;56.1810000;56.3904000;56.1074000;56.2655000;30387
USDRUB;60;20170426;120000;56.2665000;56.4656000;56.2055000;56.4531000;24354
USDRUB;60;20170426;130000;56.4531000;56.5690000;56.3193000;56.5069000;23620
USDRUB;60;20170426;140000;56.5192000;56.5880000;56.4199000;56.5715000;18692
USDRUB;60;20170426;150000;56.5719000;56.7637000;56.4713000;56.7575000;24156
USDRUB;60;20170426;160000;56.7575000;56.9646000;56.6306000;56.8798000;28968
USDRUB;60;20170426;170000;56.8832000;56.9300000;56.7691000;56.9070000;24065
USDRUB;60;20170426;180000;56.8574000;57.0374000;56.7385000;56.8556000;32518
USDRUB;60;20170426;190000;56.8719000;57.1460000;56.7976000;57.1200000;23909
USDRUB;60;20170426;200000;57.1175000;57.1489000;56.9910000;57.1120000;15427
USDRUB;60;20170426;210000;57.1137000;57.1340000;56.9910000;57.0714000;14130
USDRUB;60;20170426;220000;57.0714000;57.1421000;56.9860000;57.1283000;14683
USDRUB;60;20170426;230000;57.1278000;57.1374000;57.0310000;57.1120000;11999
USDRUB;60;20170427;000000;57.1129000;57.1563000;56.7856000;57.0480000;8738
USDRUB;60;20170427;010000;57.0795000;57.1276000;56.7000000;56.8870000;1402
USDRUB;60;20170427;020000;57.0170000;57.1050000;56.8096000;56.8870000;1180
USDRUB;60;20170427;030000;57.0112000;57.1038000;56.8084000;56.8870000;983
USDRUB;60;20170427;040000;56.8198000;57.1012000;56.7270000;56.9520000;1909
USDRUB;60;20170427;050000;56.9969000;57.0321000;56.8858000;56.9520000;1297
USDRUB;60;20170427;060000;56.9926000;57.0095000;56.7691000;56.9584000;2148
USDRUB;60;20170427;070000;56.9826000;56.9975000;56.7856000;56.8744000;3696
USDRUB;60;20170427;080000;56.9022000;56.9058000;56.6706000;56.8430000;4520
USDRUB;60;20170427;090000;56.8420000;56.8844000;56.7324000;56.8510000;4926
USDRUB;60;20170427;100000;56.8518000;56.9448000;56.6418000;56.7862000;13008
USDRUB;60;20170427;110000;56.8645000;57.1033000;56.7962000;56.9714000;27967
USDRUB;60;20170427;120000;56.9617000;57.0049000;56.8319000;56.9510000;24090
USDRUB;60;20170427;130000;56.9497000;56.9730000;56.7416000;56.8240000;20865
USDRUB;60;20170427;140000;56.8099000;56.8320000;56.6640000;56.7330000;17864
USDRUB;60;20170427;150000;56.7322000;57.0600000;56.6771000;56.9959000;22940
USDRUB;60;20170427;160000;57.0282000;57.0936000;56.9041000;57.0742000;30181
USDRUB;60;20170427;170000;57.0736000;57.1485000;56.9154000;57.0663000;30407
USDRUB;60;20170427;180000;57.0634000;57.2441000;56.9797000;57.2227000;27466
USDRUB;60;20170427;190000;57.2058000;57.2712000;57.1084000;57.1997000;20089
USDRUB;60;20170427;200000;57.1997000;57.2547000;57.0680000;57.1205000;19504
USDRUB;60;20170427;210000;57.1289000;57.1307000;56.9960000;57.0842000;17248
USDRUB;60;20170427;220000;57.0751000;57.1120000;56.9280000;56.9807000;16070
USDRUB;60;20170427;230000;56.9901000;57.0070000;56.8910000;56.9812000;14717
USDRUB;60;20170428;000000;56.9852000;57.3610000;56.7336000;57.0038000;9737
USDRUB;60;20170428;010000;57.1151000;57.2563000;56.7335000;56.9776000;1577
USDRUB;60;20170428;020000;57.0264000;57.1156000;56.9025000;56.9773000;983
USDRUB;60;20170428;030000;57.0799000;57.2352000;56.8926000;57.0292000;1227
USDRUB;60;20170428;040000;57.1684000;57.2291000;56.8215000;56.9758000;1752
USDRUB;60;20170428;050000;56.9892000;57.0010000;56.8597000;56.9350000;1363
USDRUB;60;20170428;060000;56.9538000;57.0723000;56.7286000;56.9446000;2467
USDRUB;60;20170428;070000;57.0142000;57.1077000;56.8326000;56.9300000;1358
USDRUB;60;20170428;080000;57.0155000;57.0837000;56.7565000;56.9353000;2123
USDRUB;60;20170428;090000;56.9701000;57.0294000;56.8469000;57.0019000;4324
USDRUB;60;20170428;100000;56.9972000;57.0456000;56.9119000;56.9854000;5855
USDRUB;60;20170428;110000;56.9800000;57.0733000;56.8926000;56.9850000;24152
USDRUB;60;20170428;120000;56.9871000;56.9981000;56.8427000;56.9381000;19222
USDRUB;60;20170428;130000;56.9381000;57.0347000;56.7972000;57.0230000;23217
USDRUB;60;20170428;140000;57.0215000;57.1820000;56.6792000;56.7950000;31080
USDRUB;60;20170428;150000;56.8094000;56.8148000;56.5718000;56.7895000;26160
USDRUB;60;20170428;160000;56.7848000;56.9190000;56.7095000;56.8789000;23505
USDRUB;60;20170428;170000;56.8312000;56.9430000;56.7900000;56.8905000;22548
USDRUB;60;20170428;180000;56.8927000;57.0120000;56.7834000;56.9385000;25125
USDRUB;60;20170428;190000;56.9850000;57.0205000;56.8492000;56.9808000;19471
USDRUB;60;20170428;200000;56.9941000;57.0035000;56.7600000;56.8766000;17265
USDRUB;60;20170428;210000;56.8786000;56.9554000;56.7970000;56.9466000;12499
USDRUB;60;20170428;220000;56.9466000;56.9586000;56.7960000;56.9415000;14402
USDRUB;60;20170428;230000;56.9269000;56.9440000;56.8320000;56.9100000;9922
USDRUB;60;20170429;000000;56.9230000;56.9508000;56.6923000;56.6923000;9916
USDRUB;60;20170429;010000;56.9477000;57.0772000;56.9184000;56.9277000;20
USDRUB;60;20170429;020000;56.9277000;56.9311000;56.9277000;56.9311000;10
USDRUB;60;20170430;230000;56.9320000;57.0350000;56.7950000;57.0350000;25
USDRUB;60;20170501;000000;56.9931000;57.0342000;56.8213000;56.8213000;27
USDRUB;60;20170501;010000;56.8918000;57.0411000;56.8213000;56.8927000;31
USDRUB;60;20170501;020000;56.9486000;57.0286000;56.5000000;56.9406000;155
USDRUB;60;20170501;030000;56.9537000;57.0385000;56.5000000;56.7130000;196
USDRUB;60;20170501;040000;56.9220000;56.9504000;56.4312000;56.8567000;63
USDRUB;60;20170501;050000;56.9272000;57.0430000;56.3200000;56.9177000;241
USDRUB;60;20170501;060000;56.8808000;57.1063000;56.3200000;56.7509000;179
USDRUB;60;20170501;070000;56.8138000;57.0810000;56.3200000;56.3200000;247
USDRUB;60;20170501;080000;56.7750000;56.9627000;56.6670000;56.9090000;73
USDRUB;60;20170501;090000;56.9289000;57.1250000;56.3200000;56.3559000;242
USDRUB;60;20170501;100000;56.8241000;57.0972000;56.3200000;56.9020000;1171
USDRUB;60;20170501;110000;56.9180000;56.9751000;56.8620000;56.8905000;7401
USDRUB;60;20170501;120000;56.9558000;56.9847000;56.8750000;56.9580000;3463
USDRUB;60;20170501;130000;56.9641000;57.0067000;56.8420000;56.9160000;6051
USDRUB;60;20170501;140000;56.9160000;56.9319000;56.8200000;56.8869000;7481
USDRUB;60;20170501;150000;56.8922000;56.9106000;56.7610000;56.8280000;3974
USDRUB;60;20170501;160000;56.8280000;56.8610000;56.7450000;56.8530000;7407
USDRUB;60;20170501;170000;56.8445000;56.8968000;56.7800000;56.8490000;7729
USDRUB;60;20170501;180000;56.8692000;56.9480000;56.8150000;56.9288000;9453
USDRUB;60;20170501;190000;56.9160000;56.9456000;56.7850000;56.8620000;9292
USDRUB;60;20170501;200000;56.8458000;56.9153000;56.7950000;56.8855000;7399
USDRUB;60;20170501;210000;56.8910000;56.9313000;56.8120000;56.8808000;31870
USDRUB;60;20170501;220000;56.8915000;56.8949000;56.8533000;56.8731000;4190
USDRUB;60;20170501;230000;56.8844000;56.9092000;56.8350000;56.8840000;3795
USDRUB;60;20170502;000000;56.9053000;57.0763000;56.8610000;56.9620000;6409
USDRUB;60;20170502;010000;56.9702000;57.0212000;56.8915000;56.9592000;1167
USDRUB;60;20170502;020000;56.9811000;56.9991000;56.9501000;56.9580000;1825
USDRUB;60;20170502;030000;56.9830000;57.0067000;56.9200000;56.9813000;2200
USDRUB;60;20170502;040000;56.9986000;57.0532000;56.8292000;56.9905000;3666
USDRUB;60;20170502;050000;57.0027000;57.0172000;56.9600000;56.9930000;2904
USDRUB;60;20170502;060000;57.0067000;57.0158000;56.9600000;56.9955000;2893
USDRUB;60;20170502;070000;57.0100000;57.0158000;56.9600000;56.9880000;4743
USDRUB;60;20170502;080000;57.0039000;57.0446000;56.9590000;56.9980000;2750
USDRUB;60;20170502;090000;56.9991000;57.0148000;56.8029000;56.8430000;6402
USDRUB;60;20170502;100000;56.8595000;57.0187000;56.7836000;56.9312000;16425
USDRUB;60;20170502;110000;56.9312000;57.0735000;56.8438000;56.9140000;24661
USDRUB;60;20170502;120000;56.8988000;56.9423000;56.8163000;56.9350000;17617
USDRUB;60;20170502;130000;56.9368000;57.0831000;56.8825000;57.0487000;19406
USDRUB;60;20170502;140000;57.0434000;57.0988000;56.9438000;57.0110000;17307
USDRUB;60;20170502;150000;57.0092000;57.0398000;56.9238000;56.9755000;12901
USDRUB;60;20170502;160000;56.9706000;57.0878000;56.9425000;57.0515000;16233
USDRUB;60;20170502;170000;57.0452000;57.0894000;56.9000000;57.0059000;20321
USDRUB;60;20170502;180000;56.9920000;57.0653000;56.9288000;56.9640000;17549
USDRUB;60;20170502;190000;56.9796000;57.0414000;56.8863000;57.0060000;14725
USDRUB;60;20170502;200000;57.0067000;57.0373000;56.9420000;57.0164000;11021
USDRUB;60;20170502;210000;57.0118000;57.1140000;56.9350000;57.0887000;11144
USDRUB;60;20170502;220000;57.0877000;57.1499000;57.0210000;57.1240000;14860
USDRUB;60;20170502;230000;57.1233000;57.1580000;57.0406000;57.1234000;10984
USDRUB;60;20170503;000000;57.1234000;57.1566000;56.8328000;57.0330000;12590
USDRUB;60;20170503;010000;57.0267000;57.1021000;56.8328000;57.0755000;1042
USDRUB;60;20170503;020000;57.0755000;57.1017000;56.9975000;57.0670000;1295
USDRUB;60;20170503;030000;57.0705000;57.1074000;57.0035000;57.0050000;1247
USDRUB;60;20170503;040000;57.0548000;57.0813000;56.7656000;56.8320000;2564
USDRUB;60;20170503;050000;56.8326000;56.8967000;56.8067000;56.8910000;1702
USDRUB;60;20170503;060000;56.8910000;56.9915000;56.8455000;56.9460000;4409
USDRUB;60;20170503;070000;56.9560000;56.9592000;56.8719000;56.9380000;2767
USDRUB;60;20170503;080000;56.9479000;56.9722000;56.8827000;56.9330000;2263
USDRUB;60;20170503;090000;56.9607000;56.9767000;56.8640000;56.9044000;2403
USDRUB;60;20170503;100000;56.9356000;57.0915000;56.8856000;57.0860000;6573
USDRUB;60;20170503;110000;57.0855000;57.1485000;57.0050000;57.0890000;20791
USDRUB;60;20170503;120000;57.0890000;57.1626000;57.0475000;57.1046000;17254
USDRUB;60;20170503;130000;57.1200000;57.1624000;57.0575000;57.1562000;15632
USDRUB;60;20170503;140000;57.1535000;57.2636000;57.1100000;57.2028000;17413
USDRUB;60;20170503;150000;57.1993000;57.3145000;57.1675000;57.2980000;15440
USDRUB;60;20170503;160000;57.3091000;57.3245000;57.1713000;57.2752000;19242
USDRUB;60;20170503;170000;57.2724000;57.3205000;57.1950000;57.2373000;19406
USDRUB;60;20170503;180000;57.2380000;57.2962000;57.1450000;57.2425000;26219
USDRUB;60;20170503;190000;57.2425000;57.3112000;57.1900000;57.2714000;18107
USDRUB;60;20170503;200000;57.2759000;57.3188000;57.1617000;57.3188000;10594
USDRUB;60;20170503;210000;57.3188000;57.3498000;57.2360000;57.3494000;11530
USDRUB;60;20170503;220000;57.3416000;57.3858000;57.1930000;57.3660000;22443
USDRUB;60;20170503;230000;57.3678000;57.3870000;57.2930000;57.3732000;10002
USDRUB;60;20170504;000000;57.3732000;57.4069000;57.1827000;57.1827000;8408
USDRUB;60;20170504;010000;57.3549000;57.4354000;57.1720000;57.3420000;1222
USDRUB;60;20170504;020000;57.3610000;57.3735000;57.3420000;57.3420000;904
USDRUB;60;20170504;030000;57.3550000;57.3733000;57.3236000;57.3236000;932
USDRUB;60;20170504;040000;57.3678000;57.3749000;57.3236000;57.3255000;1010
USDRUB;60;20170504;050000;57.3686000;57.3708000;57.3255000;57.3269000;1011
USDRUB;60;20170504;060000;57.3673000;57.3693000;57.3269000;57.3274000;1022
USDRUB;60;20170504;070000;57.3503000;57.3687000;57.3274000;57.3274000;907
USDRUB;60;20170504;080000;57.3493000;57.3723000;57.2370000;57.2904000;1787
USDRUB;60;20170504;090000;57.2904000;57.3027000;57.2320000;57.2864000;1164
USDRUB;60;20170504;100000;57.2708000;57.4523000;57.2320000;57.4375000;8427
USDRUB;60;20170504;110000;57.4535000;57.6665000;57.3600000;57.6348000;26734
USDRUB;60;20170504;120000;57.6348000;57.6770000;57.5525000;57.6345000;17891
USDRUB;60;20170504;130000;57.6367000;57.7030000;57.5225000;57.6400000;18403
USDRUB;60;20170504;140000;57.6366000;57.8419000;57.6013000;57.8205000;20851
USDRUB;60;20170504;150000;57.8015000;57.9862000;57.7488000;57.9334000;22551
USDRUB;60;20170504;160000;57.9490000;58.0378000;57.7838000;57.8600000;30242
USDRUB;60;20170504;170000;57.8620000;58.0070000;57.8225000;57.9920000;27889
USDRUB;60;20170504;180000;57.9810000;58.0849000;57.8313000;58.0699000;25311
USDRUB;60;20170504;190000;58.0699000;58.2812000;57.9675000;58.2812000;27464
USDRUB;60;20170504;200000;58.2767000;58.4310000;58.1920000;58.3386000;21536
USDRUB;60;20170504;210000;58.3363000;58.4164000;58.2650000;58.3585000;19236
USDRUB;60;20170504;220000;58.3687000;58.4575000;58.2880000;58.4275000;19379
USDRUB;60;20170504;230000;58.4275000;58.4363000;58.2930000;58.4116000;12486
USDRUB;60;20170505;000000;58.4116000;58.4207000;58.2420000;58.3070000;10466
USDRUB;60;20170505;010000;58.3452000;58.3861000;58.3010000;58.3100000;1401
USDRUB;60;20170505;020000;58.3833000;58.3894000;58.2980000;58.3100000;1234
USDRUB;60;20170505;030000;58.3912000;58.4025000;58.3000000;58.3100000;1193
USDRUB;60;20170505;040000;58.3615000;58.4053000;58.2050000;58.2710000;2062
USDRUB;60;20170505;050000;58.2786000;58.2899000;58.2100000;58.2808000;1318
USDRUB;60;20170505;060000;58.2943000;58.3026000;58.2726000;58.2858000;1238
USDRUB;60;20170505;070000;58.2996000;58.7520000;58.2420000;58.6350000;7705
USDRUB;60;20170505;080000;58.6572000;58.7932000;58.4297000;58.7180000;8413
USDRUB;60;20170505;090000;58.7230000;59.0700000;58.6747000;58.7868000;7718
USDRUB;60;20170505;100000;58.8926000;59.0551000;58.6200000;58.7044000;12740
USDRUB;60;20170505;110000;58.7052000;58.8163000;58.5425000;58.5522000;36135
USDRUB;60;20170505;120000;58.5488000;58.5731000;58.1513000;58.3739000;36273
USDRUB;60;20170505;130000;58.3816000;58.4447000;58.2013000;58.3235000;25879
USDRUB;60;20170505;140000;58.3235000;58.4685000;58.2421000;58.4249000;20829
USDRUB;60;20170505;150000;58.4250000;58.5237000;58.3563000;58.4980000;18134
USDRUB;60;20170505;160000;58.4980000;58.6353000;58.1863000;58.3287000;32102
USDRUB;60;20170505;170000;58.3287000;58.6708000;58.2850000;58.4778000;37124
USDRUB;60;20170505;180000;58.4738000;58.4920000;58.0822000;58.1740000;34164
USDRUB;60;20170505;190000;58.1740000;58.2037000;58.0050000;58.1200000;25069
USDRUB;60;20170505;200000;58.1200000;58.2037000;58.0100000;58.1974000;17175
USDRUB;60;20170505;210000;58.1933000;58.1974000;58.0180000;58.0995000;12144
USDRUB;60;20170505;220000;58.0995000;58.1029000;57.9700000;58.0550000;13688
USDRUB;60;20170505;230000;58.0552000;58.0552000;57.8450000;57.9284000;10546
USDRUB;60;20170506;000000;57.9245000;57.9585000;57.8351000;57.9300000;10077
USDRUB;60;20170506;010000;57.9254000;57.9445000;57.7178000;57.9445000;21
USDRUB;60;20170506;020000;57.9445000;57.9445000;57.9445000;57.9445000;9
USDRUB;60;20170507;200000;57.9290000;57.9290000;57.9290000;57.9290000;12
USDRUB;60;20170507;210000;57.9290000;57.9290000;57.9280000;57.9280000;12
USDRUB;60;20170507;220000;57.9280000;57.9280000;57.9280000;57.9280000;12
USDRUB;60;20170507;230000;57.9280000;58.3041000;57.9162000;58.0066000;93
USDRUB;60;20170508;000000;58.0771000;58.0888000;57.9263000;58.0641000;157
USDRUB;60;20170508;010000;58.0228000;58.1033000;57.3225000;58.0268000;163
USDRUB;60;20170508;020000;58.0949000;58.1074000;57.8129000;57.9000000;1596
USDRUB;60;20170508;030000;58.0644000;58.1019000;57.8127000;57.9500000;1699
USDRUB;60;20170508;040000;58.0701000;58.0982000;57.8680000;57.9500000;961
USDRUB;60;20170508;050000;58.0388000;58.0764000;57.8488000;57.9310000;1671
USDRUB;60;20170508;060000;58.0347000;58.0680000;57.8101000;57.8900000;1207
USDRUB;60;20170508;070000;57.9194000;57.9565000;57.8355000;57.9000000;1221
USDRUB;60;20170508;080000;57.9272000;57.9566000;57.8302000;57.9450000;1791
USDRUB;60;20170508;090000;57.9520000;58.0625000;57.8084000;57.8805000;3447
USDRUB;60;20170508;100000;57.9791000;58.0765000;57.8872000;58.0250000;9624
USDRUB;60;20170508;110000;58.0250000;58.2225000;57.9445000;58.1926000;14191
USDRUB;60;20170508;120000;58.1981000;58.2007000;57.9870000;58.1661000;11451
USDRUB;60;20170508;130000;58.1709000;58.4174000;58.0800000;58.2790000;13702
USDRUB;60;20170508;140000;58.3022000;58.3022000;58.0300000;58.2410000;10717
USDRUB;60;20170508;150000;58.2466000;58.3184000;58.1150000;58.2399000;8846
USDRUB;60;20170508;160000;58.2397000;58.3741000;58.1360000;58.3116000;10441
USDRUB;60;20170508;170000;58.3052000;58.3203000;57.9830000;58.1560000;18073
USDRUB;60;20170508;180000;58.1451000;58.2110000;58.0030000;58.1040000;15455
USDRUB;60;20170508;190000;58.1011000;58.3655000;58.0260000;58.3513000;17030
USDRUB;60;20170508;200000;58.3480000;58.3995000;58.2424000;58.3215000;9279
USDRUB;60;20170508;210000;58.3263000;58.3485000;58.1165000;58.1893000;8709
USDRUB;60;20170508;220000;58.2223000;58.2451000;58.1170000;58.2340000;7223
USDRUB;60;20170508;230000;58.2385000;58.3795000;58.1501000;58.3120000;6261
USDRUB;60;20170509;000000;58.3120000;58.3721000;57.9398000;57.9935000;4444
USDRUB;60;20170509;010000;58.1389000;58.3068000;57.8806000;58.1870000;1496
USDRUB;60;20170509;020000;58.2763000;58.3063000;58.1304000;58.2000000;1060
USDRUB;60;20170509;030000;58.2900000;58.3061000;58.0938000;58.1600000;1557
USDRUB;60;20170509;040000;58.2192000;58.2862000;58.0455000;58.1100000;2086
USDRUB;60;20170509;050000;58.1894000;58.3199000;58.1050000;58.2700000;5109
USDRUB;60;20170509;060000;58.3137000;58.3269000;58.1800000;58.2700000;6351
USDRUB;60;20170509;070000;58.2974000;58.3278000;58.1757000;58.2695000;9443
USDRUB;60;20170509;080000;58.3221000;58.3221000;57.8730000;58.1508000;4382
USDRUB;60;20170509;090000;58.1687000;58.3537000;58.1400000;58.3055000;4756
USDRUB;60;20170509;100000;58.3055000;58.5082000;58.2727000;58.4280000;8391
USDRUB;60;20170509;110000;58.4182000;58.4495000;58.2950000;58.3700000;10451
USDRUB;60;20170509;120000;58.3738000;58.4398000;58.2550000;58.3674000;10185
USDRUB;60;20170509;130000;58.3679000;58.4981000;58.2880000;58.4043000;9874
USDRUB;60;20170509;140000;58.3300000;58.4130000;58.2720000;58.3488000;7557
USDRUB;60;20170509;150000;58.3480000;58.3675000;57.9069000;58.2820000;12446
